Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,State,Day,Month,Year,RainfallTomorrow
GoldCoast,15.0,24.5,7.6,W,46.0,WNW,WNW,19.0,30.0,52.0,35.0,1011.8,1007.7,19.9,23.1,Yes,No,-28.0167,153.4,Queensland,22,9,2016,0.0
MountGambier,8.2,16.8,0.0,NW,56.0,NNW,WNW,17.0,31.0,93.0,81.0,1017.4,1015.3,13.9,16.6,No,No,-37.8294,140.7828,South Australia,28,4,2010,0.2
Moree,20.5,33.7,0.0,ESE,48.0,ESE,ESE,24.0,13.0,48.0,33.0,1013.8,1012.2,24.8,30.8,No,No,-29.465,149.8344,New South Wales,22,2,2011,0.0
Woomera,14.3,28.7,0.0,SSE,50.0,S,S,31.0,30.0,50.0,20.0,1013.4,1011.9,18.1,27.7,No,No,-31.2,136.81,South Australia,16,11,2012,0.0
PerthAirport,11.4,32.9,0.0,ENE,35.0,ENE,WSW,20.0,22.0,38.0,32.0,1017.4,1014.5,23.9,29.9,No,No,-31.9522,115.8589,Western Australia,21,10,2015,0.0
Adelaide,8.0,22.7,0.0,N,22.0,NNE,NNE,7.0,4.0,51.0,43.0,1023.5,1019.3,18.5,21.8,No,No,-34.9289,138.6011,South Australia,1,5,2015,0.0
Cobar,11.2,19.3,5.6,WNW,41.0,NW,WNW,7.0,20.0,97.0,54.0,1018.6,1015.3,12.2,18.5,Yes,Yes,-31.4997,145.8319,New South Wales,17,6,2010,3.2
Launceston,9.2,21.6,0.0,NNW,43.0,NNW,NNW,19.0,24.0,57.0,56.0,1017.4,1015.0,15.9,20.6,No,No,-41.4419,147.145,Tasmania,27,12,2014,0.0
Nhil,15.7,36.1,0.0,ESE,39.0,ENE,N,17.0,6.0,28.0,14.0,1021.1,1018.4,22.8,34.6,No,No,-36.3333,141.65,Victoria,22,2,2016,0.0
MelbourneAirport,12.4,15.4,8.0,W,41.0,SW,WSW,17.0,26.0,95.0,82.0,1015.6,1016.8,12.4,14.5,Yes,Yes,-37.8136,144.9631,Victoria,6,4,2016,3.4
MelbourneAirport,6.6,15.1,0.0,SW,31.0,WSW,SSW,17.0,19.0,73.0,53.0,1025.8,1024.5,11.3,14.1,No,No,-37.8136,144.9631,Victoria,31,8,2011,0.0
Wollongong,11.6,19.4,0.0,W,41.0,W,W,7.0,15.0,49.0,36.0,1016.5,1015.2,15.5,18.9,No,No,-34.4331,150.8831,New South Wales,25,7,2015,0.0
Woomera,11.6,23.6,0.0,SE,31.0,E,ENE,13.0,7.0,49.0,29.0,1026.1,1022.7,16.8,22.8,No,No,-31.2,136.81,South Australia,13,4,2010,0.0
WaggaWagga,3.9,13.6,0.4,WSW,39.0,WSW,SW,17.0,24.0,79.0,45.0,1021.3,1022.2,7.5,12.8,No,No,-35.1189,147.3689,New South Wales,14,5,2011,0.0
Dartmoor,4.7,11.9,0.2,NNE,57.0,NNE,NNE,26.0,26.0,79.0,96.0,1002.9,996.0,9.5,9.2,No,Yes,-37.9333296,141.2833322,Victoria,18,8,2010,6.2
Melbourne,9.0,15.6,0.0,W,50.0,N,NNW,22.0,24.0,76.0,60.0,1003.8,1001.7,10.2,14.7,No,No,-37.8136,144.9631,Victoria,13,7,2009,1.0
Canberra,6.6,15.1,0.2,S,44.0,NNW,S,20.0,24.0,78.0,43.0,1006.5,1005.9,9.6,14.3,No,No,-35.2931,149.1269,Australian Capital Territory,14,6,2013,0.0
Nuriootpa,7.9,11.1,14.6,WSW,76.0,W,W,35.0,33.0,83.0,66.0,1010.9,1011.8,9.2,9.6,Yes,Yes,-34.4667,138.9833,South Australia,19,8,2016,5.2
SalmonGums,6.1,17.4,1.8,S,31.0,SSW,SSW,15.0,15.0,86.0,59.0,1017.4,1015.0,10.1,15.4,Yes,No,-32.9747,121.638,Western Australia,23,9,2014,0.0
Bendigo,5.9,15.3,0.2,NE,31.0,SSE,ESE,11.0,13.0,87.0,77.0,1022.9,1018.0,10.6,14.6,No,Yes,-36.75,144.2667,Victoria,31,5,2014,45.0
Brisbane,8.0,22.6,0.0,ENE,20.0,SW,ENE,6.0,7.0,62.0,56.0,1028.1,1025.1,13.4,19.9,No,No,-27.4678,153.0281,Queensland,15,8,2015,0.0
Sale,4.0,18.1,2.8,WSW,41.0,NW,W,7.0,26.0,90.0,57.0,1023.4,1024.0,12.0,17.7,Yes,No,-38.1,147.0667,Victoria,11,5,2014,0.0
Uluru,24.1,36.2,0.0,ENE,41.0,E,NE,22.0,15.0,35.0,20.0,1012.6,1008.1,27.8,35.1,No,No,-25.344,131.035,Northern Territory,12,12,2015,0.0
MelbourneAirport,6.2,20.6,0.0,SSW,37.0,W,SSE,13.0,19.0,72.0,61.0,1012.9,1008.9,13.5,17.6,No,No,-37.8136,144.9631,Victoria,5,4,2015,0.0
CoffsHarbour,21.4,30.2,0.0,NNE,56.0,NNW,NNE,19.0,37.0,70.0,64.0,1016.6,1013.3,25.8,27.3,No,No,-30.3022,153.1189,New South Wales,28,2,2012,0.0
Adelaide,9.1,15.7,1.4,W,30.0,N,NW,6.0,11.0,94.0,63.0,1030.2,1028.6,11.8,15.5,Yes,No,-34.9289,138.6011,South Australia,2,7,2016,0.0
Launceston,11.0,27.1,0.0,N,35.0,SW,NNW,6.0,17.0,62.0,34.0,1017.4,1015.0,19.4,26.4,No,No,-41.4419,147.145,Tasmania,24,12,2015,0.0
NorfolkIsland,19.2,21.6,17.8,NNE,37.0,SW,SW,13.0,20.0,89.0,82.0,1015.4,1014.3,19.9,19.6,Yes,No,-29.0257,167.9416,Tasmania,4,11,2010,0.0
Bendigo,16.5,32.3,0.0,N,65.0,ESE,NW,15.0,9.0,58.0,40.0,1022.6,1018.1,21.5,30.4,No,No,-36.75,144.2667,Victoria,4,3,2014,0.0
MountGambier,11.5,25.5,0.0,N,52.0,N,WSW,20.0,19.0,26.0,66.0,1008.9,1011.7,21.6,19.1,No,No,-37.8294,140.7828,South Australia,20,10,2013,0.0
MountGinini,2.2,18.5,0.0,WSW,52.0,SE,NW,6.0,7.0,38.0,42.0,1017.4,1015.0,10.3,17.8,No,No,-35.5333,148.7833,New South Wales,21,2,2014,0.0
Cobar,29.3,43.5,0.0,NNE,46.0,NNE,NE,26.0,20.0,27.0,16.0,1011.5,1009.8,34.1,40.5,No,No,-31.4997,145.8319,New South Wales,5,1,2013,0.0
Brisbane,12.5,20.5,0.0,SE,22.0,SSW,N,2.0,2.0,82.0,67.0,1025.3,1021.3,14.4,18.9,No,No,-27.4678,153.0281,Queensland,15,7,2014,0.8
Adelaide,3.5,15.2,0.6,SW,20.0,NNE,SW,2.0,13.0,91.0,69.0,1032.3,1031.1,7.2,14.0,No,No,-34.9289,138.6011,South Australia,21,7,2010,0.0
Dartmoor,5.5,13.3,2.4,NW,50.0,N,NNW,17.0,13.0,100.0,99.0,1014.5,1009.2,7.5,10.8,Yes,Yes,-37.9333296,141.2833322,Victoria,21,8,2013,13.6
SydneyAirport,16.4,29.5,0.0,WSW,50.0,WNW,W,17.0,30.0,30.0,10.0,1012.1,1008.5,21.7,29.2,No,No,-33.865,151.2094,New South Wales,28,10,2014,0.0
Cairns,20.5,25.3,15.0,S,37.0,SE,S,24.0,20.0,84.0,93.0,1015.8,1013.9,23.5,22.0,Yes,Yes,-16.9303,145.7703,Queensland,21,5,2012,8.6
SalmonGums,12.8,22.4,12.4,SE,33.0,SE,ESE,17.0,17.0,83.0,43.0,1017.4,1015.0,15.4,21.4,Yes,No,-32.9747,121.638,Western Australia,17,1,2017,0.0
GoldCoast,20.3,25.9,5.2,SSE,35.0,NW,ESE,15.0,17.0,85.0,96.0,1009.1,1008.4,23.2,21.4,Yes,No,-28.0167,153.4,Queensland,12,12,2013,0.0
GoldCoast,16.5,23.5,0.2,SE,61.0,S,S,31.0,35.0,62.0,71.0,1029.2,1027.9,21.1,20.8,No,Yes,-28.0167,153.4,Queensland,16,5,2015,4.8
BadgerysCreek,18.8,25.1,2.0,SW,43.0,WSW,SW,13.0,17.0,100.0,100.0,1010.6,1009.8,20.5,23.4,Yes,Yes,-37.7,145.5167,Victoria,5,3,2017,2.2
GoldCoast,20.3,27.4,37.0,SE,61.0,ESE,SE,37.0,37.0,86.0,84.0,1016.0,1013.6,23.3,23.2,Yes,Yes,-28.0167,153.4,Queensland,17,1,2012,15.6
Launceston,15.4,21.9,0.0,S,26.0,NE,S,9.0,19.0,88.0,59.0,1014.9,1014.3,16.4,21.4,No,No,-41.4419,147.145,Tasmania,14,2,2010,0.0
Hobart,5.9,20.4,0.0,SSW,30.0,NNE,NNW,6.0,9.0,61.0,44.0,1020.3,1015.1,12.5,19.2,No,No,-42.8806,147.325,Tasmania,20,9,2015,0.0
WaggaWagga,4.5,12.7,0.0,SW,35.0,WSW,WSW,15.0,24.0,99.0,71.0,1016.8,1015.7,6.9,12.4,No,No,-35.1189,147.3689,New South Wales,4,7,2009,0.0
Canberra,15.4,28.4,0.0,ENE,33.0,SSE,NE,9.0,15.0,85.0,31.0,1022.4,1018.6,16.8,27.3,No,No,-35.2931,149.1269,Australian Capital Territory,25,11,2007,0.0
Witchcliffe,10.6,21.4,0.2,W,41.0,NW,W,17.0,19.0,74.0,89.0,1020.7,1019.9,18.6,17.4,No,Yes,-34.026,115.1,Western Australia,30,4,2010,1.8
Tuggeranong,10.3,19.6,2.6,SSE,46.0,SSE,SSE,11.0,20.0,74.0,47.0,1014.1,1012.8,14.5,17.6,Yes,No,-35.4244,149.088,New South Wales,4,12,2011,0.0
Adelaide,19.1,35.6,0.0,W,31.0,WSW,WSW,7.0,15.0,28.0,19.0,1021.0,1018.1,25.1,34.8,No,No,-34.9289,138.6011,South Australia,29,12,2009,0.0
PerthAirport,9.1,23.1,0.0,SSW,28.0,N,S,13.0,9.0,86.0,57.0,1027.8,1025.3,14.7,22.9,No,No,-31.9522,115.8589,Western Australia,3,6,2017,0.0
Adelaide,16.1,18.1,0.0,WSW,30.0,N,SSW,13.0,13.0,43.0,96.0,1017.7,1018.3,17.8,16.0,No,Yes,-34.9289,138.6011,South Australia,1,5,2012,12.4
Townsville,19.8,29.0,0.2,E,50.0,SSE,ESE,19.0,26.0,61.0,52.0,1020.6,1017.4,23.8,27.8,No,No,-19.2564,146.8183,Queensland,17,5,2015,0.0
NorahHead,15.9,28.1,0.0,W,33.0,N,SW,15.0,15.0,67.0,47.0,1014.5,1011.8,21.9,24.1,No,No,-33.281,151.5791,New South Wales,23,5,2016,0.0
Albury,7.1,15.2,2.8,W,37.0,WNW,W,17.0,22.0,79.0,57.0,1012.9,1012.4,9.7,13.8,Yes,Yes,-36.0806,146.9158,New South Wales,27,9,2016,1.8
NorfolkIsland,16.3,24.5,0.2,N,43.0,N,NNW,17.0,20.0,55.0,58.0,1009.7,1007.5,21.4,22.6,No,Yes,-29.0257,167.9416,Tasmania,3,12,2013,2.6
Brisbane,13.2,25.4,0.0,E,28.0,WSW,ESE,4.0,11.0,62.0,49.0,1028.1,1024.6,20.0,23.6,No,No,-27.4678,153.0281,Queensland,13,9,2015,0.0
Woomera,16.8,32.8,0.0,E,35.0,NE,ENE,19.0,6.0,31.0,16.0,1020.6,1017.1,25.0,31.7,No,No,-31.2,136.81,South Australia,20,11,2010,0.0
Moree,16.6,30.7,0.0,E,43.0,E,ESE,31.0,15.0,41.0,23.0,1032.1,1028.2,20.7,29.1,No,No,-29.465,149.8344,New South Wales,8,10,2015,0.0
Melbourne,13.7,22.3,0.0,SSE,35.0,WSW,SSE,13.0,22.0,59.0,39.0,1015.7,1012.8,16.1,21.8,No,No,-37.8136,144.9631,Victoria,30,10,2014,0.2
Wollongong,14.9,22.2,0.2,S,39.0,NNE,NNE,13.0,19.0,80.0,79.0,1014.9,1010.1,19.0,21.0,No,No,-34.4331,150.8831,New South Wales,15,11,2012,0.8
Adelaide,17.3,31.0,0.0,WSW,33.0,ENE,SW,4.0,17.0,56.0,33.0,1010.2,1007.4,22.6,29.6,No,No,-34.9289,138.6011,South Australia,13,2,2010,0.0
Uluru,14.1,29.9,0.0,NNW,41.0,ESE,N,13.0,20.0,55.0,33.0,1014.1,1009.0,19.8,28.6,No,No,-25.344,131.035,Northern Territory,27,9,2016,0.0
Ballarat,5.6,19.9,0.0,WNW,57.0,NW,NW,28.0,35.0,65.0,74.0,1002.6,1000.5,13.9,16.3,No,Yes,-37.55,143.85,Victoria,17,12,2010,9.2
Dartmoor,8.6,20.9,0.0,N,54.0,NNE,N,19.0,30.0,67.0,49.0,1017.0,1012.9,14.0,20.5,No,Yes,-37.9333296,141.2833322,Victoria,22,5,2017,2.2
Cairns,22.6,28.7,0.0,SE,37.0,SSE,ESE,19.0,22.0,45.0,48.0,1015.9,1012.4,25.8,27.2,No,No,-16.9303,145.7703,Queensland,28,4,2017,0.0
Dartmoor,20.8,44.2,0.0,ESE,41.0,NE,NW,4.0,20.0,47.0,11.0,1013.2,1010.2,28.7,43.1,No,No,-37.9333296,141.2833322,Victoria,16,1,2014,0.0
MelbourneAirport,5.5,13.7,2.0,SSE,31.0,WSW,SSW,7.0,9.0,84.0,44.0,1018.2,1016.9,9.9,13.0,Yes,No,-37.8136,144.9631,Victoria,23,8,2016,0.2
Tuggeranong,10.8,29.5,0.0,WNW,46.0,N,W,9.0,30.0,43.0,29.0,1013.9,1011.4,21.7,28.8,No,No,-35.4244,149.088,New South Wales,18,11,2015,0.0
GoldCoast,11.2,23.0,0.0,ENE,24.0,NW,ENE,9.0,19.0,62.0,53.0,1028.4,1024.9,17.5,20.8,No,No,-28.0167,153.4,Queensland,7,8,2014,0.0
Penrith,10.9,22.0,0.0,NW,37.0,NW,W,2.0,15.0,98.0,46.0,1017.4,1015.0,15.5,21.3,No,No,-33.7511,150.6942,New South Wales,7,6,2013,0.0
Walpole,11.5,19.7,0.0,NNE,43.0,NNE,N,15.0,15.0,79.0,62.0,1006.5,1001.0,15.0,19.4,No,Yes,-34.97,116.728,Western Australia,13,8,2011,19.6
NorahHead,20.3,30.6,0.0,NNE,52.0,NNE,NE,24.0,28.0,80.0,69.0,1016.1,1013.2,24.0,28.9,No,No,-33.281,151.5791,New South Wales,24,2,2016,0.0
Richmond,15.7,23.4,3.6,SSW,50.0,SW,SSW,20.0,24.0,65.0,60.0,1011.3,1012.3,20.9,21.9,Yes,No,-33.5983,150.7511,New South Wales,12,4,2014,0.0
PerthAirport,15.5,30.8,0.0,SW,63.0,E,S,35.0,35.0,53.0,31.0,1014.1,1008.0,21.0,30.4,No,Yes,-31.9522,115.8589,Western Australia,24,11,2012,26.0
Adelaide,8.1,16.9,0.0,SSE,20.0,NNE,W,2.0,6.0,69.0,52.0,1028.4,1025.9,13.0,15.5,No,No,-34.9289,138.6011,South Australia,30,5,2011,0.0
Katherine,25.3,36.9,0.0,N,35.0,WNW,NNE,11.0,2.0,66.0,44.0,1008.6,1002.5,30.2,37.0,No,Yes,-14.4667,132.2667,Northern Territory,1,12,2014,18.4
Sale,8.8,17.8,0.0,NW,43.0,W,WSW,13.0,24.0,60.0,45.0,1019.8,1018.8,12.0,17.3,No,No,-38.1,147.0667,Victoria,28,8,2016,0.2
Nuriootpa,13.0,26.8,0.0,WNW,30.0,NE,W,2.0,13.0,78.0,40.0,1019.2,1016.8,17.8,26.4,No,No,-34.4667,138.9833,South Australia,19,4,2010,0.0
Adelaide,8.3,27.5,0.0,N,31.0,S,N,6.0,19.0,61.0,27.0,1019.3,1015.5,15.3,26.4,No,No,-34.9289,138.6011,South Australia,8,10,2013,0.0
Cobar,13.0,30.6,0.0,NE,30.0,NE,NNW,22.0,7.0,24.0,11.0,1025.1,1021.6,20.4,29.0,No,No,-31.4997,145.8319,New South Wales,15,10,2012,0.0
Sydney,8.6,17.6,0.6,WSW,44.0,W,W,13.0,17.0,62.0,31.0,1011.5,1010.4,11.5,17.6,No,No,-33.865,151.2094,New South Wales,14,7,2015,0.2
PerthAirport,17.1,28.9,0.0,SE,44.0,ESE,SE,22.0,24.0,57.0,38.0,1019.8,1016.3,23.1,27.5,No,No,-31.9522,115.8589,Western Australia,6,4,2013,0.0
MountGambier,7.1,17.9,0.0,N,39.0,N,NNW,20.0,17.0,60.0,56.0,1010.3,1008.3,14.0,16.8,No,Yes,-37.8294,140.7828,South Australia,20,9,2016,4.0
WaggaWagga,3.0,12.5,0.6,WSW,41.0,WSW,SW,24.0,24.0,82.0,52.0,1020.3,1021.2,6.6,10.1,No,No,-35.1189,147.3689,New South Wales,6,8,2012,0.0
Woomera,17.0,35.4,0.0,WSW,46.0,S,SSW,28.0,24.0,23.0,8.0,1014.0,1012.7,23.9,34.6,No,No,-31.2,136.81,South Australia,19,10,2012,0.0
Woomera,10.1,23.0,0.0,S,43.0,SE,S,17.0,20.0,55.0,31.0,1023.9,1020.7,13.8,21.2,No,No,-31.2,136.81,South Australia,31,3,2017,0.0
Penrith,7.1,27.9,0.0,N,46.0,NW,NE,7.0,22.0,46.0,21.0,1017.4,1015.0,16.9,27.3,No,No,-33.7511,150.6942,New South Wales,25,9,2009,0.0
Cairns,24.7,33.0,0.0,NNE,30.0,SE,NE,9.0,15.0,63.0,68.0,1009.5,1006.3,30.9,31.1,No,No,-16.9303,145.7703,Queensland,13,12,2008,0.0
Bendigo,6.7,13.7,0.0,NW,39.0,NNW,NW,7.0,24.0,79.0,55.0,1024.2,1020.8,8.2,12.5,No,No,-36.75,144.2667,Victoria,27,8,2016,0.0
Albury,18.4,40.1,0.0,N,33.0,E,NW,7.0,17.0,49.0,13.0,1014.9,1011.4,25.3,38.3,No,No,-36.0806,146.9158,New South Wales,8,2,2014,0.0
Albury,0.6,16.1,0.2,SE,19.0,WNW,SSE,2.0,13.0,89.0,54.0,1024.6,1020.0,4.9,15.8,No,No,-36.0806,146.9158,New South Wales,30,7,2011,1.0
Sale,13.7,31.0,0.2,E,37.0,N,E,2.0,26.0,98.0,39.0,1023.3,1018.9,17.0,30.1,No,No,-38.1,147.0667,Victoria,4,3,2014,0.0
Watsonia,8.5,13.2,2.2,W,24.0,WSW,ENE,7.0,6.0,99.0,66.0,1017.0,1013.4,9.7,12.6,Yes,No,-37.711,145.083,Victoria,13,8,2010,0.0
WaggaWagga,7.6,10.2,3.4,WSW,33.0,E,ESE,15.0,7.0,93.0,93.0,1010.4,1007.6,8.0,9.8,Yes,Yes,-35.1189,147.3689,New South Wales,5,7,2016,10.8
Penrith,21.2,32.0,0.0,NE,33.0,SW,NE,4.0,11.0,81.0,38.0,1017.4,1015.0,24.1,30.3,No,No,-33.7511,150.6942,New South Wales,8,3,2016,0.0
Perth,15.1,27.8,4.8,ESE,37.0,ENE,SW,6.0,13.0,65.0,57.0,1015.7,1013.8,21.1,24.8,Yes,No,-31.9522,115.8589,Western Australia,14,4,2009,0.0
Darwin,28.0,31.9,0.0,W,43.0,WSW,WNW,19.0,30.0,72.0,68.0,1008.6,1006.0,29.4,31.0,No,No,-12.4381,130.8411,Northern Territory,24,1,2010,0.0
MountGambier,6.2,15.0,0.2,NNW,26.0,N,N,13.0,13.0,89.0,71.0,1028.3,1024.9,9.9,13.2,No,No,-37.8294,140.7828,South Australia,20,5,2012,0.0
Wollongong,15.1,22.5,0.0,NW,44.0,NNW,NNE,19.0,15.0,66.0,75.0,1024.7,1022.5,19.6,20.9,No,No,-34.4331,150.8831,New South Wales,28,10,2009,0.0
Nhil,11.6,21.9,0.2,SW,52.0,SW,SW,35.0,30.0,67.0,50.0,1015.1,1013.9,15.2,21.6,No,No,-36.3333,141.65,Victoria,6,3,2015,0.0
Cairns,24.4,33.9,0.0,ESE,39.0,SSE,ESE,19.0,26.0,63.0,51.0,1010.5,1009.0,28.2,32.5,No,No,-16.9303,145.7703,Queensland,5,2,2015,0.0
Watsonia,8.1,23.4,0.0,SSW,20.0,E,S,6.0,9.0,77.0,46.0,1020.3,1017.3,11.1,22.3,No,No,-37.711,145.083,Victoria,31,3,2016,0.0
GoldCoast,19.3,29.0,21.0,SSE,37.0,ESE,E,9.0,17.0,68.0,60.0,1006.6,1005.3,25.9,28.1,Yes,Yes,-28.0167,153.4,Queensland,15,2,2009,1.4
Sydney,17.6,26.7,0.6,W,20.0,W,ESE,9.0,15.0,75.0,64.0,1017.8,1014.7,21.7,24.0,No,No,-33.865,151.2094,New South Wales,2,4,2012,0.0
NorahHead,17.8,25.4,0.0,NNE,41.0,NE,NE,9.0,30.0,81.0,69.0,1027.1,1024.2,22.6,23.0,No,No,-33.281,151.5791,New South Wales,9,11,2009,0.0
AliceSprings,4.3,21.7,0.0,ESE,43.0,ESE,SSE,11.0,19.0,33.0,17.0,1023.8,1019.7,14.3,21.3,No,No,-23.7,133.8667,Northern Territory,20,5,2012,0.0
Watsonia,13.5,27.4,0.0,SW,35.0,E,WSW,6.0,19.0,72.0,53.0,1013.2,1013.2,17.4,26.4,No,No,-37.711,145.083,Victoria,13,3,2017,0.0
Albury,17.5,31.3,0.0,NNE,41.0,NE,NE,20.0,26.0,60.0,41.0,1012.5,1008.7,24.4,30.4,No,No,-36.0806,146.9158,New South Wales,12,11,2010,0.0
Witchcliffe,3.2,20.7,0.0,SSE,24.0,SE,SE,6.0,11.0,87.0,48.0,1028.1,1024.4,10.9,20.1,No,No,-34.026,115.1,Western Australia,5,5,2010,0.0
AliceSprings,-1.5,17.9,0.0,ESE,33.0,S,SE,4.0,22.0,61.0,25.0,1028.9,1026.5,7.1,17.0,No,No,-23.7,133.8667,Northern Territory,8,6,2017,0.0
NorfolkIsland,13.6,17.5,0.4,SSE,35.0,ESE,E,19.0,26.0,50.0,70.0,1026.5,1024.3,15.7,16.1,No,No,-29.0257,167.9416,Tasmania,30,7,2015,0.0
Mildura,12.0,31.3,0.0,SSE,31.0,SSE,ESE,19.0,17.0,54.0,22.0,1017.8,1014.0,16.9,28.4,No,No,-34.1889,142.1583,Victoria,15,1,2012,0.0
Wollongong,18.3,23.3,0.0,S,52.0,NE,N,22.0,19.0,82.0,85.0,1014.2,1010.1,21.3,20.9,No,No,-34.4331,150.8831,New South Wales,19,11,2011,0.0
PearceRAAF,12.6,15.4,4.2,WSW,69.0,SW,SW,35.0,30.0,74.0,85.0,1018.7,1023.3,13.9,11.9,Yes,Yes,-31.6722,116.0318,Western Australia,31,7,2016,4.6
Melbourne,9.7,14.7,1.2,N,54.0,N,N,17.0,19.0,85.0,82.0,1008.6,1004.9,11.1,12.9,Yes,Yes,-37.8136,144.9631,Victoria,8,6,2016,1.4
SalmonGums,11.5,29.3,0.0,NNW,30.0,N,NNE,17.0,7.0,53.0,23.0,1017.4,1015.0,20.9,28.9,No,No,-32.9747,121.638,Western Australia,5,4,2017,0.0
Perth,15.5,30.9,0.0,SSW,35.0,SE,SW,9.0,22.0,62.0,51.0,1019.9,1016.2,22.0,25.6,No,No,-31.9522,115.8589,Western Australia,9,11,2015,0.0
Tuggeranong,10.9,22.3,0.4,W,39.0,NNW,W,2.0,20.0,85.0,32.0,1015.3,1013.5,15.1,21.9,No,No,-35.4244,149.088,New South Wales,9,11,2012,0.0
Albury,7.8,15.3,0.0,N,37.0,N,SE,7.0,9.0,81.0,72.0,1024.7,1020.0,10.6,15.2,No,Yes,-36.0806,146.9158,New South Wales,30,8,2016,22.0
Canberra,7.8,28.1,0.0,NNW,28.0,ENE,NNW,6.0,15.0,77.0,45.0,1022.4,1017.8,17.7,26.3,No,No,-35.2931,149.1269,Australian Capital Territory,10,2,2011,0.0
Hobart,13.7,21.3,0.0,NW,78.0,NW,WNW,28.0,30.0,51.0,32.0,1005.3,1004.3,16.3,20.5,No,No,-42.8806,147.325,Tasmania,23,11,2015,0.0
Richmond,13.6,28.5,0.2,E,30.0,E,ENE,4.0,13.0,80.0,48.0,1023.4,1019.1,19.4,28.0,No,No,-33.5983,150.7511,New South Wales,30,10,2009,0.0
NorfolkIsland,13.5,18.5,0.4,E,59.0,E,E,24.0,30.0,58.0,80.0,1023.6,1021.1,16.7,16.0,No,Yes,-29.0257,167.9416,Tasmania,18,7,2012,13.4
SydneyAirport,18.0,30.2,0.0,SE,37.0,WNW,E,11.0,24.0,56.0,51.0,1013.3,1011.1,23.2,25.7,No,No,-33.865,151.2094,New South Wales,31,12,2013,0.0
Cairns,20.4,28.0,0.0,SE,44.0,SSE,SE,30.0,30.0,73.0,60.0,1016.5,1013.8,23.6,26.9,No,No,-16.9303,145.7703,Queensland,30,7,2016,0.0
Woomera,5.6,17.9,0.0,WSW,56.0,W,W,24.0,31.0,75.0,42.0,1015.2,1013.4,10.6,16.8,No,No,-31.2,136.81,South Australia,29,6,2012,0.0
Perth,7.3,20.0,0.0,NE,20.0,ENE,SE,7.0,4.0,66.0,42.0,1020.1,1017.3,13.6,18.9,No,No,-31.9522,115.8589,Western Australia,30,5,2016,0.0
Darwin,25.3,31.2,3.8,NNW,57.0,NNW,NNW,15.0,20.0,91.0,83.0,1005.7,1001.8,26.8,28.7,Yes,Yes,-12.4381,130.8411,Northern Territory,2,2,2014,22.4
Ballarat,4.2,11.6,0.2,SSE,48.0,SSE,SSE,26.0,33.0,96.0,74.0,1018.2,1016.6,7.6,10.1,No,No,-37.55,143.85,Victoria,17,8,2014,0.0
Albury,1.0,16.8,0.0,ESE,24.0,ESE,E,9.0,9.0,82.0,45.0,1024.9,1020.2,7.0,16.0,No,No,-36.0806,146.9158,New South Wales,2,9,2009,0.0
Hobart,5.6,14.8,2.8,WNW,87.0,WNW,W,24.0,28.0,51.0,34.0,1002.2,1003.8,11.8,14.0,Yes,No,-42.8806,147.325,Tasmania,7,10,2008,0.0
Bendigo,12.4,19.1,0.2,SSW,46.0,SSW,S,13.0,20.0,65.0,48.0,1015.1,1017.0,14.4,17.1,No,No,-36.75,144.2667,Victoria,25,3,2011,0.0
Woomera,8.0,19.4,0.0,SSW,50.0,SW,SW,20.0,30.0,37.0,25.0,1016.5,1014.5,14.9,18.5,No,No,-31.2,136.81,South Australia,4,9,2014,0.0
Nhil,10.6,29.0,0.0,ESE,30.0,S,SE,15.0,11.0,81.0,31.0,1019.0,1016.4,13.9,26.6,No,No,-36.3333,141.65,Victoria,15,3,2016,0.0
Canberra,-1.8,15.0,0.0,NNW,26.0,NW,NNW,6.0,15.0,99.0,42.0,1029.5,1024.9,2.8,14.6,No,No,-35.2931,149.1269,Australian Capital Territory,9,6,2013,0.0
PearceRAAF,0.5,16.2,0.0,NNE,44.0,ENE,NE,19.0,13.0,68.0,43.0,1030.3,1025.2,9.0,15.5,No,No,-31.6722,116.0318,Western Australia,13,7,2016,0.0
WaggaWagga,-1.0,15.0,0.2,E,20.0,ESE,SSW,13.0,9.0,90.0,54.0,1022.0,1017.0,3.2,14.4,No,No,-35.1189,147.3689,New South Wales,23,6,2017,0.2
Moree,23.1,31.0,0.4,E,33.0,NE,E,13.0,19.0,82.0,85.0,1003.6,1001.6,24.5,25.6,No,No,-29.465,149.8344,New South Wales,3,2,2016,0.4
PerthAirport,8.5,20.3,0.0,SSW,35.0,N,SW,11.0,9.0,59.0,43.0,1027.2,1024.4,15.9,18.6,No,No,-31.9522,115.8589,Western Australia,5,9,2013,0.0
Walpole,13.6,20.3,1.0,SE,39.0,ESE,ESE,20.0,24.0,68.0,66.0,1023.7,1022.9,16.7,17.6,No,No,-34.97,116.728,Western Australia,23,12,2014,0.2
CoffsHarbour,7.7,17.2,0.0,S,50.0,SW,SE,19.0,11.0,52.0,55.0,1021.6,1017.8,14.0,16.3,No,No,-30.3022,153.1189,New South Wales,4,8,2015,0.7
